county_name,population,crime_rate_per_100000,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON
"Teton County, ID",10275,58.39416058,0,2,0,4,26,29,1,0
"Johnson County, NE",5144,58.32037325,0,0,0,3,1,20,2,0
"Parke County, IN",17202,58.13277526,0,2,1,7,17,19,1,1
"Green Lake County, WI",18959,58.01993776,0,3,1,7,50,270,11,2
"Juab County, UT",10348,57.98221879,0,2,0,4,31,141,10,0
"Floyd County, VA",15528,57.95981453,0,2,0,7,29,107,7,2
"Somervell County, TX",8658,57.75005775,0,0,0,5,48,58,2,1
"Sussex County, NJ",145992,57.53739931,5,9,22,48,416,1356,35,3
"Sagadahoc County, ME",35013,57.12164053,0,6,6,8,142,613,15,5
"Hancock County, MS",45566,57.06008866,4,4,11,7,77,290,17,3
"Hardin County, OH",31641,56.88821466,0,4,6,8,268,550,11,5
"Columbia County, GA",135416,56.8618184,1,12,22,42,451,2035,110,11
"Lawrence County, KY",15856,56.76084763,0,1,0,6,56,70,12,1
"Spencer County, KY",17637,56.69898509,0,4,2,4,53,87,7,1
"Russell County, KY",17752,56.33168094,0,2,3,5,49,96,12,1
"Powell County, KY",12494,56.02689291,0,1,1,4,85,84,8,0
"Harney County, OR",7146,55.97537084,1,0,0,3,48,126,5,2
"Bedford County, VA",69825,55.85392052,1,8,2,28,231,515,41,2
"Sarpy County, NE",169331,55.51257596,1,37,22,34,331,2046,210,12
"Harrison County, IA",14431,55.43621371,0,0,0,8,33,115,15,1
"Copiah County, MS",28921,55.32312161,1,0,1,14,50,66,6,2
"Tillamook County, OR",25317,55.29881108,0,5,2,7,137,382,17,5
"Lafayette County, AR",7252,55.15719801,0,1,0,3,30,32,0,1
"Anderson County, KY",21811,55.01811013,0,3,3,6,57,97,13,1
"Jackson County, WV",29178,54.83583522,0,1,2,13,49,179,16,1
"DeKalb County, MO",12840,54.51713396,0,0,0,7,25,45,11,0
"Grant Parish, LA",22030,54.47117567,0,1,0,11,77,176,6,1
"Coshocton County, OH",36760,54.40696409,0,0,5,15,301,611,11,3
"Ransom County, ND",5516,54.38723713,1,0,0,2,21,35,6,0
"Tippah County, MS",22084,54.33798225,0,0,1,11,53,46,5,0
"Dearborn County, IN",49904,54.10387945,2,2,6,17,64,502,8,0
"Hancock County, IA",11094,54.08328826,0,0,0,6,17,15,0,0
"Chaffee County, CO",18510,54.02485143,0,2,0,8,48,221,4,1
"Crittenden County, KY",9255,54.02485143,0,1,1,3,27,73,5,0
"Ozaukee County, WI",87054,53.9894778,0,1,6,40,165,727,14,1
"Waldo County, ME",38940,53.92912173,1,4,2,14,231,444,27,6
"Oliver County, ND",1874,53.36179296,0,0,0,1,0,1,1,0
"Powhatan County, VA",28259,53.08043455,0,1,2,12,67,164,8,1
"Edwards County, TX",1884,53.07855626,0,0,0,1,6,18,2,0
"McCook County, SD",5654,53.05978069,0,1,0,2,11,25,3,0
"Taylor County, WV",16973,53.02539327,0,0,2,7,14,28,4,0
"Marinette County, WI",41610,52.87190579,1,8,10,3,462,568,49,8
"Fillmore County, MN",20835,52.79577634,0,3,1,7,42,72,7,1
"Lamar County, MS",58801,52.72019183,1,6,11,14,461,544,24,1
"Knox County, IN",37954,52.69536808,0,5,7,9,217,676,62,1
"Pearl River County, MS",55072,52.65833818,0,3,9,17,141,346,23,4
"Grant County, KY",24753,52.5188866,0,2,4,7,95,160,16,1
"Clinton County, OH",41945,52.44963643,0,7,4,11,133,764,15,2
"Cache County, UT",116909,52.17733451,0,19,4,38,374,1497,68,7
"Plymouth County, IA",24957,52.0895941,2,3,0,8,52,173,13,4
"Cass County, IN",38463,51.99802408,0,7,5,8,224,986,56,2
"Paulding County, OH",19254,51.93725979,0,3,1,6,63,120,0,1
"Greene County, IN",32781,51.85930875,2,5,0,10,45,334,18,0
"Sullivan County, IN",21223,51.83056118,3,1,0,7,64,252,17,0
"George County, MS",23159,51.8157088,2,1,1,8,41,106,4,0
"Deuel County, NE",1937,51.62622612,0,0,0,1,5,21,0,0
"Mercer County, OH",40784,51.4907807,1,9,1,10,133,548,11,8
"Gilliam County, OR",1947,51.36106831,0,0,0,1,5,9,2,1
"Armstrong County, TX",1949,51.30836326,0,0,0,1,14,11,3,0
"Leake County, MS",23389,51.30616957,0,0,3,9,17,30,1,0
"Lewis County, ID",3902,51.25576627,0,0,0,2,11,16,5,0
"Stewart County, GA",5868,51.12474438,0,0,1,2,16,4,0,0
"Steele County, ND",1960,51.02040816,0,1,0,0,5,1,1,0
"Lake of the Woods County, MN",3929,50.9035378,0,1,0,1,7,8,0,1
"Gosper County, NE",1972,50.70993915,0,1,0,0,5,25,1,1
"Benton County, IA",25699,50.5856259,0,4,0,9,156,108,11,2
"Washington County, KY",11875,50.52631579,0,1,1,3,39,21,6,1
"Broomfield County, CO",59471,50.44475459,1,7,6,16,90,1081,47,6
"York County, NE",13883,50.42137866,0,2,4,1,47,209,9,1
"Larue County, KY",14064,49.77246871,0,1,1,4,37,29,9,0
"Isanti County, MN",38204,49.73301225,0,9,0,10,90,472,29,0
"Pittsylvania County, VA",62426,49.65879601,2,6,8,15,209,383,51,6
"Vernon County, WI",30329,49.45761482,0,5,0,10,59,200,10,1
"Dolores County, CO",2029,49.28536225,0,0,0,1,15,11,0,0
"Lincoln County, KY",24370,49.24086992,1,2,4,5,55,101,19,1
"Richardson County, NE",8125,49.23076923,0,0,0,4,9,36,1,0
"Knox County, MO",4067,49.17629702,0,0,0,2,15,24,0,2
"Tuscarawas County, OH",92672,48.55835635,1,8,10,25,275,685,48,5
"Dawson County, GA",22686,48.48805431,0,0,2,9,69,281,24,3
"Keokuk County, IA",10329,48.40739665,0,0,0,5,7,7,0,2
"Muhlenberg County, KY",31179,48.10930434,0,5,1,9,53,125,22,3
"Oldham County, KY",62364,48.10467577,1,8,6,16,235,392,26,7
"LaMoure County, ND",4166,48.00768123,0,0,1,1,2,6,3,0
"Williams County, OH",37500,48.0,0,7,1,10,139,432,28,5
"Carter County, KY",27202,47.79060363,0,2,3,8,78,105,13,1
"Warren County, IN",8415,47.53416518,0,0,0,4,0,1,0,0
"Bracken County, KY",8416,47.52851711,0,2,0,2,59,88,4,1
"Belmont County, OH",69571,47.43355709,0,5,3,25,248,580,42,3
"Crawford County, IN",10621,47.07654646,0,0,0,5,107,11,5,0
"Carroll County, IL",14910,46.94835681,0,1,0,6,45,173,2,1
"Seward County, NE",17089,46.81373983,0,4,0,4,25,110,10,0
"Jefferson County, OK",6432,46.64179104,0,0,0,3,17,25,9,0
"Amherst County, VA",32178,46.61570017,0,7,1,7,131,391,18,2
"Greenup County, KY",36519,46.55111038,0,4,4,8,104,154,13,3
"Lake County, MN",10777,46.39510068,0,0,0,5,20,35,3,0
"Elbert County, CO",23733,46.34896558,0,1,1,9,39,66,3,0
"Magoffin County, KY",12950,46.33204633,1,1,0,3,20,19,3,0
"Menominee County, WI",4317,46.32846884,0,0,0,2,31,25,3,0
"Marion County, GA",8640,46.2962963,0,0,0,4,18,56,2,0
"Llano County, TX",19444,46.28677227,0,1,0,8,134,253,11,11
"Perry County, IN",19558,46.01697515,2,2,0,6,35,132,8,6
"Cedar County, NE",8711,45.91895305,0,0,0,4,1,33,0,0
"Morgan County, IN",69782,45.85709782,1,5,4,22,175,1099,86,3
"Kingfisher County, OK",15276,45.82351401,0,1,0,6,33,131,9,1
"Platte County, WY",8765,45.63605248,0,1,0,3,23,61,5,0
"Jefferson County, OH",67964,45.61238303,0,3,5,23,91,212,10,2
"Stanton County, KS",2194,45.57885141,0,0,0,1,1,1,0,0
"Trimble County, KY",8816,45.37205082,0,1,0,3,6,10,1,0
"Putnam County, IN",37505,45.32728969,2,5,0,10,98,111,16,0
"Shelby County, IL",22119,45.21000045,0,0,0,10,46,98,9,1
"Highland County, VA",2215,45.14672686,0,0,0,1,3,2,0,0
"Pierce County, ND",4451,44.93372276,0,0,0,2,15,57,4,0
"Jasper County, IN",33389,44.92497529,1,2,0,12,47,228,4,0
"Monroe County, IL",33493,44.78547756,0,8,0,7,48,203,2,0
"Shelby County, IN",44729,44.71372041,0,2,2,16,138,951,53,2
"Kittson County, MN",4503,44.41483455,0,1,0,1,6,15,1,0
"Grant County, OK",4528,44.16961131,0,0,0,2,22,28,4,0
"Putnam County, OH",34088,44.00375499,1,6,2,6,41,125,12,0
"Culberson County, TX",2277,43.91743522,0,0,1,0,4,3,0,0
"Ogle County, IL",52385,43.9056982,1,1,1,20,106,317,6,3
"Kewaunee County, WI",20505,43.89173372,1,3,0,5,30,222,9,1
"Steuben County, IN",34358,43.65795448,2,4,6,3,174,816,21,4
"Benson County, ND",6877,43.62367311,0,3,0,0,5,13,5,0
"Lewis County, KY",13806,43.45936549,0,2,0,3,43,36,3,1
"Burke County, ND",2306,43.36513443,0,0,0,1,6,15,5,0
"Bath County, VA",4616,43.32755633,1,0,1,0,7,19,0,1
"Le Sueur County, MN",27810,43.14994606,0,1,2,9,57,228,13,0
"Hart County, KY",18573,43.07327841,0,2,0,6,28,28,6,1
"Spencer County, IN",20944,42.97173415,5,5,0,0,2,11,0,0
"Grand Isle County, VT",6987,42.93688278,0,0,0,3,32,41,3,0
"Miner County, SD",2333,42.86326618,0,0,1,0,6,2,0,0
"Henry County, IN",49044,42.81869342,2,8,7,4,469,1344,74,1
"Woodruff County, AR",7072,42.42081448,0,1,1,0,8,61,1,2
"McLean County, KY",9496,42.12299916,0,1,0,3,21,19,2,0
"Whitley County, IN",33294,42.04961855,0,2,1,11,27,163,11,0
"Hutchinson County, SD",7145,41.98740378,0,0,0,3,8,8,3,0
"Wabasha County, MN",21443,41.97173903,0,2,1,6,39,146,9,2
"Faulk County, SD",2386,41.91114837,0,0,0,1,0,2,0,0
"Evangeline Parish, LA",33578,41.69396629,0,4,5,5,96,384,1,0
"Wasatch County, UT",26437,41.60835193,0,1,0,10,36,176,7,0
"Eddy County, ND",2404,41.59733777,0,0,0,1,3,15,0,0
"Lake County, SD",12055,41.47656574,1,2,0,2,15,72,5,0
"Floyd County, KY",38728,41.31377815,1,3,4,8,61,135,16,1
"Dickinson County, IA",16955,41.28575641,0,0,0,7,29,122,3,0
"Putnam County, NY",99645,41.14606854,0,7,8,26,187,604,33,0
"Marion County, KS",12219,40.91987888,0,0,0,5,35,56,8,0
"Morrill County, NE",4908,40.74979625,0,0,0,2,6,47,3,0
"Tensas Parish, LA",4908,40.74979625,0,0,0,2,7,16,1,0
"Wood County, WI",73959,40.56301464,1,7,10,12,269,1335,44,0
"Union County, SD",14829,40.46125835,0,0,0,6,18,87,5,0
"Washington County, ID",9944,40.22526146,0,0,0,4,19,27,4,0
"Crawford County, IA",17434,40.15142824,0,0,0,7,10,37,3,0
"Wyandot County, OH",22447,40.09444469,0,3,1,5,29,127,3,0
"Carlisle County, KY",5001,39.9920016,0,0,0,1,20,28,2,0
"Kiowa County, KS",2523,39.63535474,0,0,0,1,15,15,4,0
"Pleasants County, WV",7577,39.59350666,0,0,0,3,386,16,1,0
"Renville County, MN",15166,39.56217856,0,2,0,4,31,85,4,1
"Allen County, KY",20311,39.387524,0,3,3,3,75,77,12,1
"Seneca County, OH",55914,39.34613871,0,4,6,12,207,330,11,2
"Elliott County, KY",7637,39.28244075,0,1,0,2,8,6,1,0
"Posey County, IN",25486,39.23722828,0,1,3,6,107,299,23,2
"Auglaize County, OH",45920,39.19860627,0,1,3,15,90,324,10,0
"Kemper County, MS",10294,38.85758694,0,1,0,3,28,13,4,0
"Madison County, IA",15448,38.83997929,0,1,0,5,45,85,5,0
"Carroll County, IA",20598,38.83872221,0,1,1,6,24,99,7,0
"Cook County, MN",5200,38.46153846,0,0,0,2,17,152,4,0
"Renville County, ND",2608,38.34355828,0,0,0,1,2,18,0,0
"Dickinson County, MI",26098,38.31711242,0,8,0,2,12,51,3,1
"Clay County, TX",10473,38.19344982,1,0,2,1,61,17,5,0
"Buchanan County, IA",20976,38.13882532,0,0,1,7,17,106,8,1
"Jim Hogg County, TX",5245,38.13155386,1,0,0,1,2,4,0,0
"Lincoln County, NV",5245,38.13155386,0,0,0,2,17,49,5,0
"Letcher County, KY",23619,38.10491553,1,3,1,4,62,60,7,1
"Otoe County, NE",15752,38.09040122,0,2,1,3,42,206,15,2
"Pike County, KY",63380,37.86683496,2,7,5,11,101,472,19,4
"Monroe County, KY",10681,37.449677,0,1,0,3,8,8,1,0
"Mitchell County, IA",10709,37.3517602,0,1,0,3,27,65,2,1
"Clay County, IL",13566,36.856848,0,2,0,3,38,200,3,1
"Columbiana County, OH",105893,36.82962991,2,8,7,22,296,810,35,3
"Webster County, GA",2719,36.77822729,0,0,0,1,23,16,3,0
"Hunterdon County, NJ",126250,36.43564356,3,2,5,36,265,804,31,5
"Wayne County, UT",2747,36.40334911,0,0,0,1,3,12,0,1
"Clay County, IA",16491,36.3834819,1,1,0,4,106,156,12,0
"Conejos County, CO",8277,36.24501631,0,0,0,3,23,20,7,3
"Geauga County, OH",93972,36.18099008,3,5,5,21,117,353,13,2
"Butler County, NE",8312,36.09239654,0,0,1,1,4,41,4,0
"Rockcastle County, KY",16693,35.94320973,0,1,2,2,93,55,7,2
"Dewey County, SD",5586,35.8037952,0,0,0,2,4,1,0,2
"Lafayette County, WI",16766,35.7867112,0,1,2,3,33,156,14,1
"Tolland County, CT",151377,35.67252621,0,12,8,34,164,559,51,6
"Washington County, KS",5629,35.53028957,0,1,0,1,3,5,1,0
"Lyon County, KY",8451,35.49875754,0,1,0,2,18,67,3,0
"Ziebach County, SD",2834,35.2858151,0,0,0,1,3,2,1,2
"Grand County, CO",14289,34.99195185,0,1,1,3,6,39,0,0
"Franklin County, IN",22951,34.85686898,0,1,1,6,100,115,8,0
"Boone County, IN",60477,34.72394464,0,5,5,10,131,635,5,1
"Washington County, NE",20223,34.61405331,0,2,2,3,20,93,13,0
"Hancock County, KY",8687,34.53436169,0,1,0,2,11,18,2,0
"Putnam County, IL",5801,34.47681434,0,2,0,0,11,45,4,1
"Fleming County, KY",14508,34.46374414,0,1,0,3,31,56,7,3
"Stevens County, KS",5816,34.38789546,0,0,0,2,1,11,1,0
"Taylor County, WI",20610,33.9640951,0,5,0,2,55,159,9,0
"Jones County, IA",20611,33.96244724,0,0,0,7,39,85,6,0
"Edwards County, KS",2945,33.95585739,0,0,0,1,12,19,0,0
"McHenry County, ND",5922,33.7723742,0,0,0,2,11,27,6,0
"Hamilton County, IN",296693,33.70487339,0,13,31,56,422,2420,144,10
"Humphreys County, MS",8922,33.62474781,0,0,0,3,0,11,0,0
"Saunders County, NE",20929,33.44641407,0,1,1,5,36,164,8,1
"Montgomery County, GA",9021,33.25573661,0,2,0,1,4,9,1,0
"Uinta County, WY",21066,33.22889965,0,3,0,4,37,333,12,0
"Appomattox County, VA",15255,32.77613897,0,0,1,4,34,94,5,0
"Vilas County, WI",21368,32.75926619,0,1,1,5,62,170,8,0
"Upshur County, WV",24665,32.43462396,1,0,1,6,87,297,8,0
"Franklin County, NE",3085,32.41491086,1,0,0,0,6,11,0,0
"Wayne County, NE",9411,31.87759005,0,0,0,3,5,16,2,1
"Marshall County, MN",9425,31.83023873,0,2,0,1,3,7,1,0
"Salem city, VA",25299,31.62180323,0,0,5,3,75,480,27,0
"Ottawa County, OH",41153,31.58943455,0,1,5,7,152,502,14,1
"Howard County, IA",9526,31.49275667,0,1,0,2,38,50,5,3
"Schleicher County, TX",3206,31.19151591,0,0,0,1,9,6,0,0
"Humboldt County, IA",9688,30.96614368,0,0,1,2,25,49,11,0
"Huron County, OH",58889,30.56598006,0,3,6,9,190,494,32,1
"Perry County, OH",35997,30.55810206,0,2,2,8,48,218,4,2
"Brookings County, SD",32968,30.33244358,0,0,0,10,11,134,3,2
"Calhoun County, IA",9926,30.22365505,0,0,0,3,6,11,1,0
"Webster County, KY",13452,29.73535534,0,1,0,3,23,25,3,0
"Upton County, TX",3372,29.65599051,0,0,0,1,6,10,1,0
"Cameron Parish, LA",6744,29.65599051,0,1,0,1,26,90,0,0
"Shackelford County, TX",3375,29.62962963,1,0,0,0,8,19,4,1
"Jones County, NC",10215,29.36857562,0,0,1,2,4,9,0,0
"Wallowa County, OR",6814,29.35133549,2,0,0,0,14,37,0,1
"Holt County, NE",10449,28.71088142,0,0,0,3,10,34,0,0
"Bond County, IL",17470,28.62049227,0,0,2,3,59,162,9,1
"Winneshiek County, IA",20994,28.57959417,0,3,0,3,9,90,1,0
"Switzerland County, IN",10526,28.50085503,0,1,0,2,2,4,0,0
"Lac qui Parle County, MN",7027,28.46164793,0,1,0,1,13,40,3,0
"Randolph County, AR",17692,28.26136107,0,0,0,5,40,21,1,2
"Richland County, WI",17717,28.22148219,0,0,0,5,12,66,0,0
"Pierce County, NE",7150,27.97202797,0,0,0,2,6,28,0,1
"Reagan County, TX",3601,27.77006387,0,0,0,1,9,9,1,0
"Estill County, KY",14488,27.60905577,0,1,1,1,42,47,12,0
"Wolfe County, KY",7248,27.59381898,0,1,0,1,20,19,3,0
"Monroe County, OH",14585,27.42543709,0,2,0,2,42,57,0,1
"Webster County, NE",3688,27.11496746,0,0,0,1,9,22,3,0
"Mercer County, MO",3695,27.06359946,0,0,0,1,7,12,1,0
"Smith County, KS",3706,26.98327037,0,0,1,0,2,4,0,0
"Adams County, ID",3828,26.12330199,0,0,0,1,3,13,0,0
"Henry County, KY",15445,25.89834898,0,1,0,2,24,47,2,0
"Lafayette County, MS",51318,25.3322421,0,2,5,6,81,394,14,0
"Wells County, IN",27814,25.16718199,0,2,0,5,118,461,12,0
"Pike County, IL",16150,24.76780186,0,3,1,0,15,44,2,0
"Union County, OH",53306,24.38749859,0,6,1,6,65,186,9,2
"Traill County, ND",8245,24.25712553,0,0,0,2,16,44,3,1
"Mason County, TX",4128,24.2248062,0,0,0,1,7,24,0,0
"Corson County, SD",4215,23.72479241,0,0,0,1,14,6,4,0
"Fountain County, IN",16880,23.69668246,1,0,0,3,12,33,1,1
"Brown County, MN",25332,23.68545713,0,2,0,4,68,181,4,0
"Custer County, ID",4249,23.5349494,0,1,0,0,9,19,1,1
"Randolph County, IN",25627,23.41280681,0,0,0,6,134,320,21,2
"Mineral County, MT",4275,23.39181287,0,0,0,1,1,4,0,0
"Oneida County, ID",4275,23.39181287,0,0,0,1,6,19,1,0
"Adams County, IN",34614,23.11203559,0,1,2,5,28,95,7,1
"Leelanau County, MI",21747,22.99167701,0,2,0,3,22,83,2,0
"Phillips County, CO",4356,22.95684114,0,0,0,1,5,9,1,0
"Morgan County, KY",13380,22.42152466,0,0,0,2,8,24,4,0
"Jackson County, KY",13427,22.34304014,0,1,0,1,29,28,7,0
"Cuming County, NE",8996,22.23210316,0,1,0,1,9,15,0,0
"Ouray County, CO",4557,21.94426158,0,0,0,1,4,24,0,0
"Greene County, IA",9139,21.88423241,0,0,0,2,4,21,2,0
"Union County, MS",27754,21.61850544,0,0,2,4,90,164,14,4
"Pipestone County, MN",9270,21.57497303,0,0,0,2,17,48,1,0
"Owsley County, KY",4654,21.486893,0,0,0,0,8,21,2,0
"Oconto County, WI",37318,21.43737607,0,0,3,5,249,502,34,10
"Greene County, MS",14244,21.06149958,0,0,0,3,10,11,6,0
"Hamilton County, NY",4773,20.95118374,0,0,0,1,31,44,4,0
"Mills County, TX",4907,20.37905034,0,0,0,1,14,28,1,1
"East Feliciana Parish, LA",19728,20.2757502,1,0,0,3,13,29,4,0
"Metcalfe County, KY",9983,20.0340579,0,1,0,1,32,37,7,0
"Clinton County, KY",10146,19.71220185,0,1,0,1,8,10,6,0
"Morgan County, UT",10173,19.65988401,0,1,0,1,7,36,2,1
"Dickey County, ND",5248,19.05487805,0,0,0,1,4,16,0,0
"Owen County, IN",21201,18.86703457,0,4,0,0,2,6,0,0
"Knott County, KY",15976,18.77816725,0,1,0,1,19,32,7,0
"Owen County, KY",10662,18.75820672,0,1,0,1,57,38,4,0
"Holmes County, OH",43593,18.35157021,0,4,2,2,71,270,15,1
"Alleghany County, NC",10939,18.28320687,0,1,0,1,5,31,5,0
"Leslie County, KY",11019,18.15046737,0,1,0,1,6,6,4,0
"Brown County, OH",44264,18.07337791,0,0,2,6,127,279,6,1
"Perry County, MS",12131,16.486687,0,0,1,1,7,17,1,0
"Stanton County, NE",6133,16.30523398,0,0,0,1,7,57,1,0
"Cotton County, OK",6152,16.25487646,0,0,0,1,8,21,1,0
"Taylor County, IA",6161,16.23113131,0,0,0,1,4,15,0,0
"Menifee County, KY",6288,15.90330789,0,1,0,1,11,25,5,0
"Menard County, IL",12607,15.86420243,0,1,0,1,25,54,1,0
"Wayne County, IA",6402,15.62011871,0,0,0,1,6,10,0,0
"Buffalo County, WI",13357,14.97342218,0,1,0,1,11,20,2,0
"Bland County, VA",6735,14.84780995,0,0,1,0,17,52,0,0
"Breathitt County, KY",13545,14.76559616,0,0,1,1,22,33,2,0
"Lexington city, VA",7170,13.94700139,0,0,0,1,37,53,0,0
"Presidio County, TX",7201,13.88696014,0,0,0,1,5,16,2,0
"Grant County, OR",7283,13.73060552,0,0,0,1,10,40,2,3
"Rolette County, ND",14582,13.71553971,0,0,0,2,15,17,8,0
"Brown County, IN",15023,13.31292019,1,1,0,0,38,43,5,1
"Mitchell County, NC",15328,13.0480167,0,0,2,0,8,57,6,0
"Wabash County, IN",32358,12.36170344,0,3,0,1,16,129,0,0
"Decatur County, IA",8136,12.29105211,0,0,0,1,0,2,0,0
"Crawford County, WI",16397,12.19735317,0,0,0,2,19,168,5,0
"Knox County, NE",8565,11.67542323,0,0,0,1,6,24,1,0
"Richmond County, VA",8953,11.16944041,0,0,0,1,9,41,15,1
"Hickory County, MO",9305,10.74691026,0,1,0,0,55,77,5,0
"Hancock County, IL",18618,10.74229241,0,1,0,1,57,175,5,0
"Jefferson County, IN",32458,9.242713661,0,0,0,3,1,18,0,0
"Shelby County, IA",11961,8.360504975,0,0,0,1,1,1,2,0
"Bath County, KY",11961,8.360504975,0,0,0,1,5,17,0,0
"Boone County, IL",53957,7.413310599,0,1,0,3,12,75,2,0
"Newton County, TX",14140,7.072135785,0,0,0,1,23,37,6,0
"Baker County, OR",16018,6.242976651,0,0,1,0,20,53,3,0
"Jasper County, MS",16470,6.071645416,0,0,0,1,3,6,2,0
"Fayette County, IN",23861,4.190939189,0,0,0,1,1,7,0,0
"Haakon County, SD",1894,0.0,0,0,0,0,0,0,0,0
"Day County, SD",5596,0.0,0,0,0,0,0,0,0,0
"Yukon-Koyukuk Census Area, AK",5695,0.0,0,0,0,0,0,0,0,0
"Bowman County, ND",3214,0.0,0,0,0,0,0,0,0,0
"Grant County, NE",633,0.0,0,0,0,0,0,0,0,0
"Sibley County, MN",15072,0.0,0,0,0,0,0,0,0,0
"Boyd County, NE",2032,0.0,0,0,0,0,0,0,0,0
"Graham County, NC",8736,0.0,0,0,0,0,0,0,0,0
"Sioux County, ND",4430,0.0,0,0,0,0,0,0,0,0
"Robertson County, KY",2235,0.0,0,0,0,0,0,0,0,0
"Liberty County, MT",2369,0.0,0,0,0,0,0,0,0,0
"Quitman County, MS",7803,0.0,0,0,0,0,0,0,0,0
"Wade Hampton Census Area, AK",7977,0.0,0,0,0,0,0,0,0,0
"Hyde County, NC",5721,0.0,0,0,0,0,0,0,0,0
"Douglas County, SD",3023,0.0,0,0,0,0,0,0,0,0
"Thomas County, NE",699,0.0,0,0,0,0,0,0,0,0
"Valley County, NE",4193,0.0,0,0,0,0,0,0,0,0
"Petroleum County, MT",506,0.0,0,0,0,0,0,0,0,0
"Kingsbury County, SD",5065,0.0,0,0,0,0,0,0,0,0
"Hyde County, SD",1391,0.0,0,0,0,0,0,0,0,0
"Perry County, AL",10020,0.0,0,0,0,0,0,0,0,0
"Shannon County, SD",14118,0.0,0,0,0,0,0,0,0,0
"Jones County, SD",1001,0.0,0,0,0,0,0,0,0,0
"Grant County, SD",7281,0.0,0,0,0,0,0,0,0,0
"Yakutat City and Borough, AK",642,0.0,0,0,0,0,0,0,0,0
"Lyman County, SD",3892,0.0,0,0,0,0,0,0,0,0
"Sioux County, NE",1313,0.0,0,0,0,0,0,0,0,0
"Smith County, MS",16225,0.0,0,0,0,0,0,0,0,0
"Collingsworth County, TX",3099,0.0,0,0,0,0,0,0,0,0
"Aleutians East Borough, AK",3092,0.0,0,0,0,0,0,0,0,0
"Lake and Peninsula Borough, AK",1648,0.0,0,0,0,0,0,0,0,0
"Gregory County, SD",4242,0.0,0,0,0,0,0,0,0,0
"Clarke County, MS",16415,0.0,0,0,0,0,0,0,0,0
"Norman County, MN",6631,0.0,0,0,0,0,0,0,0,0
"Noble County, OH",14628,0.0,0,0,0,0,0,0,0,0
"Buffalo County, SD",2024,0.0,0,0,0,0,0,0,0,0
"Calhoun County, MS",14734,0.0,0,0,0,0,0,0,0,0
"Harlan County, NE",3513,0.0,0,0,0,0,0,0,0,0
"Greeley County, NE",2494,0.0,0,0,0,0,0,0,0,0
"Benton County, MS",8571,0.0,0,0,0,0,0,0,0,0
"Treasure County, MT",700,0.0,0,0,0,0,0,0,0,0
"Gates County, NC",11650,0.0,0,0,0,0,0,0,0,0
"Garfield County, NE",2035,0.0,0,0,0,0,0,0,0,0
"Mora County, NM",4704,0.0,0,0,0,0,0,0,0,0
"Loup County, NE",576,0.0,0,0,0,0,0,0,0,0
"Kalawao County, HI",90,0.0,0,0,0,0,0,0,0,0
"Garfield County, UT",5083,0.0,0,0,0,0,0,0,0,0
"Fremont County, IA",7080,0.0,0,0,0,0,0,0,0,0
"Jackson Parish, LA",16112,0.0,0,0,0,0,0,0,0,0
"Alcorn County, MS",37316,0.0,0,0,0,0,0,0,0,0
"Harding County, NM",693,0.0,0,0,0,0,0,0,0,0
"Frontier County, NE",2709,0.0,0,0,0,0,0,0,0,0
"Dundy County, NE",1981,0.0,0,0,0,0,0,0,0,0
"Arthur County, NE",458,0.0,0,0,0,0,0,0,0,0
"Blaine County, NE",482,0.0,0,0,0,0,0,0,0,0
"Colfax County, NE",10425,0.0,0,0,0,0,0,0,0,0
"Jewell County, KS",3046,0.0,0,0,0,0,0,0,0,0
"Carroll County, MS",10385,0.0,0,0,0,0,0,0,0,0
"Hayes County, NE",976,0.0,0,0,0,0,0,0,0,0
"Keya Paha County, NE",790,0.0,0,0,0,0,0,0,0,0
"Boone County, NE",5388,0.0,0,0,0,0,0,0,0,0
"Gallatin County, IL",5415,0.0,0,0,0,0,0,0,0,0
"Powder River County, MT",1748,0.0,0,0,0,0,0,0,0,0
"King County, TX",285,0.0,0,0,0,0,0,0,0,0
"Wayne County, MS",20539,0.0,0,0,0,0,0,0,0,0
"Sharkey County, MS",4708,0.0,0,0,0,0,0,0,0,0
"Wilkinson County, MS",9381,0.0,0,0,0,0,0,0,0,0
"Glascock County, GA",3102,0.0,0,0,0,0,0,0,0,0
"Logan County, NE",763,0.0,0,0,0,0,0,0,0,0
"Clay County, NE",6392,0.0,0,0,0,0,0,0,0,0
"Issaquena County, MS",1395,0.0,0,0,0,0,0,0,0,0
"Howard County, NE",6355,0.0,0,0,0,0,0,0,0,0
"Yalobusha County, MS",12373,0.0,0,0,0,0,0,0,0,0
"Hooker County, NE",738,0.0,0,0,0,0,0,0,0,0
